"pathway","pval","padj","log2err","ES","NES","size","drug_name","direction","is_candidate"
"BROWNE_HCMV_INFECTION_12HR_UP",0.250475523075383,0.346812262719761,0.0249784279069157,0.633523944660935,1.0942030433643,103,"BROWNE_HCMV_INFECTION_12HR","UP",FALSE
"JAIN_NFKB_SIGNALING",0.252066115702479,0.348704486600394,0.0249850878221887,0.644383308370474,1.1085074845098,73,"JAIN_NFKB_SIGNALING","BOTH",FALSE
"MURAKAMI_UV_RESPONSE_6HR_DN",0.252097030151893,0.348704486600394,0.026980572442754,0.729293288254137,1.16365670401346,17,"MURAKAMI_UV_RESPONSE_6HR","DN",FALSE
"TANG_SENESCENCE_TP53_TARGETS_DN",0.252824427480916,0.349533922985238,0.0250988527686755,0.657314731877779,1.12448064030567,54,"TANG_SENESCENCE_TP53_TARGETS","DN",FALSE
"PUJANA_BRCA2_PCC_NETWORK",0.253374662533747,0.350117715501177,0.0247671651170033,0.60197720611208,1.04691674409546,417,"PUJANA_BRCA2_PCC_NETWORK","BOTH",FALSE
"XU_GH1_EXOGENOUS_TARGETS_UP",0.253751422953534,0.350461329228102,0.0253158458073605,0.67493062333836,1.13861786310563,39,"XU_GH1_EXOGENOUS_TARGETS","UP",FALSE
"HU_ANGIOGENESIS_UP",0.254149148041602,0.350833536348044,0.0264233933340371,0.716093955114168,1.1578589696498,20,"HU_ANGIOGENESIS","UP",FALSE
"IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM",0.255181347150259,0.35208076944181,0.101902204113224,-0.479985489147866,-1.15600447036928,24,"IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM","BOTH",FALSE
"PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP",0.256025926676119,0.353068011787229,0.0248065053712848,0.651575115202735,1.11741866585996,61,"PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION","UP",FALSE
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL",0.257174282571743,0.354472965801657,0.0245208540897068,0.606762872886791,1.05477492796656,305,"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL","BOTH",FALSE
"WANG_LSD1_TARGETS_DN",0.258470474346563,0.356080170096776,0.0256555674150551,0.694885268131831,1.14502454807527,26,"WANG_LSD1_TARGETS","DN",FALSE
"SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A",0.259017481743749,0.356654167111674,0.0260989923262819,0.714295520205319,1.15495106353543,20,"SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A","BOTH",FALSE
"XU_GH1_AUTOCRINE_TARGETS_DN",0.259603841536615,0.357281745696266,0.0243741059520556,0.627415006793851,1.08355642600643,121,"XU_GH1_AUTOCRINE_TARGETS","DN",FALSE
"IVANOVSKA_MIR106B_TARGETS",0.2598575298485,0.357326323927329,0.0244058606493461,0.636061235792965,1.09756604810932,89,"IVANOVSKA_MIR106B_TARGETS","BOTH",FALSE
"JIANG_AGING_CEREBRAL_CORTEX_DN",0.259897435897436,0.357326323927329,0.0247671651170033,0.663792448489537,1.12807321285668,46,"JIANG_AGING_CEREBRAL_CORTEX","DN",FALSE
"BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE",0.260177347843611,0.357531503616334,0.0244568375654331,0.642314293010906,1.10496802497542,74,"BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE","BOTH",FALSE
"EGUCHI_CELL_CYCLE_RB1_TARGETS",0.260508789169123,0.357807252593736,0.0257756081682744,0.707036574019064,1.1516656624963,22,"EGUCHI_CELL_CYCLE_RB1_TARGETS","BOTH",FALSE
"ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN",0.260964683821231,0.358253574979874,0.0249584694382482,0.67707320987505,1.13678419948839,36,"ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE","DN",FALSE
"FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN",0.262046671380948,0.359558522015182,0.0243804504012729,0.647368351916422,1.11220609618472,66,"FONTAINE_PAPILLARY_THYROID_CARCINOMA","DN",FALSE
"BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP",0.262184508268059,0.359567325624767,0.0256064697418265,0.702438097924385,1.14764522667681,23,"BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR","UP",FALSE
"LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN",0.262352470494099,0.359617414464857,0.0241977650376105,0.623613762999722,1.07823187325516,139,"LINDGREN_BLADDER_CANCER_CLUSTER_2A","DN",FALSE
"DAZARD_RESPONSE_TO_UV_SCC_DN",0.263063063063063,0.36041088660017,0.0241665376312633,0.62811235196295,1.08442742657505,113,"DAZARD_RESPONSE_TO_UV_SCC","DN",FALSE
"STREICHER_LSM1_TARGETS_DN",0.263453544545557,0.360764116940328,0.0260699093751745,0.720872748494296,1.15585320766091,18,"STREICHER_LSM1_TARGETS","DN",FALSE
"BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP",0.263696128560993,0.360764116940328,0.0248130741633458,0.678150477234964,1.13695001394439,35,"BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER","UP",FALSE
"LEE_NEURAL_CREST_STEM_CELL_DN",0.263716459751702,0.360764116940328,0.0241291682637753,0.62922278225967,1.08627090483234,107,"LEE_NEURAL_CREST_STEM_CELL","DN",FALSE
"CHEBOTAEV_GR_TARGETS_UP",0.264569469651139,0.361647353546543,0.0241915132624324,0.642497839701829,1.10539203534237,71,"CHEBOTAEV_GR_TARGETS","UP",FALSE
"MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED",0.264626462646265,0.361647353546543,0.0240547658605916,0.620398433378274,1.0732902444381,153,"MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED","BOTH",FALSE
"MOOTHA_VOXPHOS",0.265166733627963,0.362204784426414,0.024091911219722,0.637515016744715,1.09879082418136,83,"MOOTHA_VOXPHOS","BOTH",FALSE
"LUI_THYROID_CANCER_CLUSTER_2",0.266446690039183,0.363692643534087,0.0244440737207865,0.665631386105484,1.12666141208316,42,"LUI_THYROID_CANCER_CLUSTER_2","BOTH",FALSE
"LI_WILMS_TUMOR_ANAPLASTIC_UP",0.266521838554768,0.363692643534087,0.0261719936295095,0.729815383617043,1.15925790983427,16,"LI_WILMS_TUMOR_ANAPLASTIC","UP",FALSE
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN",0.266873312668733,0.363990719572111,0.0239133986055392,0.602703497887594,1.04802504649087,349,"ZHOU_INFLAMMATORY_RESPONSE_LIVE","DN",FALSE
"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP",0.26935055946476,0.367040994667712,0.0261427425415168,0.73352779344208,1.15771864724752,15,"CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS","UP",FALSE
"MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP",0.269378039946186,0.367040994667712,0.0243234666954579,0.669666983154554,1.12973802489559,39,"MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK","UP",FALSE
"HOWLIN_CITED1_TARGETS_1_DN",0.269611417856027,0.367176127055296,0.0244185852880466,0.674098557182378,1.13178985304154,36,"HOWLIN_CITED1_TARGETS_1","DN",FALSE
"KIM_PTEN_TARGETS_UP",0.271430176384676,0.369199437521214,0.025564538051783,0.718300049008993,1.15172812045427,18,"KIM_PTEN_TARGETS","UP",FALSE
"DAIRKEE_CANCER_PRONE_RESPONSE_E2",0.271453212591634,0.369199437521214,0.024872349467539,0.694772051368706,1.14253394672521,25,"DAIRKEE_CANCER_PRONE_RESPONSE_E2","BOTH",FALSE
"REICHERT_MITOSIS_LIN9_TARGETS",0.271501925545571,0.369199437521214,0.0247410070769755,0.689710334368456,1.14005406186072,27,"REICHERT_MITOSIS_LIN9_TARGETS","BOTH",FALSE
"MOOTHA_GLUCONEOGENESIS",0.272813990461049,0.370799343219787,0.0245080243927906,0.684840244507816,1.13683324233812,29,"MOOTHA_GLUCONEOGENESIS","BOTH",FALSE
"JIANG_HYPOXIA_VIA_VHL",0.273091922005571,0.370992799705681,0.0253226877800246,0.713926741148096,1.15000564876095,19,"JIANG_HYPOXIA_VIA_VHL","BOTH",FALSE
"MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN",0.2744,0.372584813895782,0.0234633358947609,0.614142492311897,1.06371002507245,183,"MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS","DN",FALSE
"RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP",0.274986072423398,0.373195384003183,0.0252068792534422,0.713363171827861,1.14909784146871,19,"RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE","UP",FALSE
"WANG_CLIM2_TARGETS_DN",0.2754,0.373571839365394,0.0234045485740173,0.615261257976091,1.06503267219613,172,"WANG_CLIM2_TARGETS","DN",FALSE
"NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON",0.275884809848318,0.374044023659563,0.0249252760355857,0.705454996876203,1.14487272654064,21,"NIKOLSKY_BREAST_CANCER_6P24_P22_AMPLICON","BOTH",FALSE
"UDAYAKUMAR_MED1_TARGETS_UP",0.277355471094219,0.3758482445916,0.0232936192958527,0.6215230660901,1.0738972505575,131,"UDAYAKUMAR_MED1_TARGETS","UP",FALSE
"KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION",0.277490297542044,0.3758482445916,0.0245080243927906,0.692755599935277,1.1392179465924,25,"KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION","BOTH",FALSE
"MATZUK_CENTRAL_FOR_FEMALE_FERTILITY",0.277977945190523,0.3763224433653,0.0246888551336636,0.700919606554663,1.14170196097614,22,"MATZUK_CENTRAL_FOR_FEMALE_FERTILITY","BOTH",FALSE
"CAFFAREL_RESPONSE_TO_THC_UP",0.278586497890295,0.376959771626038,0.0240857125878065,0.679700041229414,1.13118427270011,31,"CAFFAREL_RESPONSE_TO_THC","UP",FALSE
"KAYO_AGING_MUSCLE_DN",0.278806687356092,0.377070662340831,0.0232240698938442,0.625277941965804,1.07966021268621,112,"KAYO_AGING_MUSCLE","DN",FALSE
"VALK_AML_WITH_FLT3_ITD",0.27894408646851,0.377070662340831,0.0238220650489235,0.670534254469103,1.12780721509267,37,"VALK_AML_WITH_FLT3_ITD","BOTH",FALSE
"HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY",0.279178949666994,0.377201780883406,0.0246175008680202,0.700526222036528,1.14106119151903,22,"HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY","BOTH",FALSE
"JAEGER_METASTASIS_UP",0.279335945555785,0.377227614531405,0.0236713261107972,0.661961808312392,1.12045020902931,42,"JAEGER_METASTASIS","UP",FALSE
"RUIZ_TNC_TARGETS_UP",0.28012801280128,0.377942649091118,0.0231319443297801,0.618207371060933,1.06936414920802,149,"RUIZ_TNC_TARGETS","UP",FALSE
"MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP",0.280161589693198,0.377942649091118,0.0245594227683537,0.699979859204393,1.14017124135781,22,"MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R","UP",FALSE
"ALONSO_METASTASIS_UP",0.2804,0.377942649091118,0.0231147472973,0.612460337048396,1.06112116298686,186,"ALONSO_METASTASIS","UP",FALSE
"FIRESTEIN_PROLIFERATION",0.280556111222244,0.377942649091118,0.0231090202902407,0.616909545814954,1.06753004141391,155,"FIRESTEIN_PROLIFERATION","BOTH",FALSE
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN",0.280556111222244,0.377942649091118,0.0231090202902407,0.616286180067527,1.06625739490882,157,"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1","DN",FALSE
"MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3",0.28094006037085,0.378273624593821,0.0243045300904002,0.691985254490871,1.13795113423401,25,"MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3","BOTH",FALSE
"MCCLUNG_DELTA_FOSB_TARGETS_8WK",0.28217261598601,0.37974632431762,0.0234692300716256,0.659774070475729,1.11798568559332,44,"MCCLUNG_DELTA_FOSB_TARGETS_8WK","BOTH",FALSE
"BURTON_ADIPOGENESIS_6",0.2834,0.381210619469027,0.0229440865655545,0.612578022174087,1.06100032400088,183,"BURTON_ADIPOGENESIS_6","BOTH",FALSE
"LEIN_PONS_MARKERS",0.283618090452261,0.381316508834097,0.0230120669110781,0.633760464589966,1.09167234056459,81,"LEIN_PONS_MARKERS","BOTH",FALSE
"YU_BAP1_TARGETS",0.285850556438792,0.384129234978651,0.0237434513601957,0.681173315041822,1.13074614779646,29,"YU_BAP1_TARGETS","BOTH",FALSE
"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP",0.286235892896659,0.384458224332478,0.0244249524970778,0.705623587008863,1.14092933417435,20,"BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR","UP",FALSE
"ANDERSEN_LIVER_CANCER_KRT19_UP",0.28827788855074,0.387010943608844,0.0234456702489548,0.673358534294639,1.1246106416423,33,"ANDERSEN_LIVER_CANCER_KRT19","UP",FALSE
"ONDER_CDH1_TARGETS_1_DN",0.289228922892289,0.388097269756402,0.0226207155008527,0.617130223893219,1.06732769052306,147,"ONDER_CDH1_TARGETS_1","DN",FALSE
"MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD",0.290647152984221,0.389809122825897,0.0247149038210022,0.722436666453588,1.14753736183243,16,"MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD","BOTH",FALSE
"STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP",0.291418775839468,0.390648159014761,0.0226317255980607,0.635979001501779,1.09400712551075,72,"STAMBOLSKY_RESPONSE_TO_VITAMIN_D3","UP",FALSE
"BROWNE_HCMV_INFECTION_24HR_UP",0.291558311662332,0.390648159014761,0.0224948044996396,0.61773978291749,1.06802928892935,138,"BROWNE_HCMV_INFECTION_24HR","UP",FALSE
"FURUKAWA_DUSP6_TARGETS_PCI35_DN",0.292486132123046,0.391699489715445,0.0225767736411513,0.637970272179603,1.09734958865623,69,"FURUKAWA_DUSP6_TARGETS_PCI35","DN",FALSE
"YOSHIMURA_MAPK8_TARGETS_DN",0.293570642935706,0.392959529878715,0.0223809604460627,0.598973841576101,1.04126170415227,367,"YOSHIMURA_MAPK8_TARGETS","DN",FALSE
"LAIHO_COLORECTAL_CANCER_SERRATED_DN",0.295299316994777,0.39508016200377,0.0223593952170148,0.630721262343097,1.08708142941862,83,"LAIHO_COLORECTAL_CANCER_SERRATED","DN",FALSE
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN",0.295780503013926,0.395530526024488,0.0228764801286867,0.66526640940088,1.11894694637957,37,"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID","DN",FALSE
"LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED",0.297393093985822,0.397492674716761,0.024336107163646,0.720510196529744,1.14447730644389,16,"LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED","BOTH",FALSE
"GRANDVAUX_IRF3_TARGETS_DN",0.297778281568805,0.397813173033326,0.0241727768246263,0.714509952318537,1.14006848752195,17,"GRANDVAUX_IRF3_TARGETS","DN",FALSE
"IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP",0.298229822982298,0.398221282667865,0.0221352225818006,0.611961945374026,1.05911798185214,167,"IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN","UP",FALSE
"SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP",0.298374864572048,0.398221282667865,0.0234045485740173,0.688843448194023,1.12939826190475,24,"SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION","UP",FALSE
"ZIRN_TRETINOIN_RESPONSE_WT1_UP",0.298629242819843,0.398366459461283,0.0234574445337431,0.691623579315023,1.12997643750163,23,"ZIRN_TRETINOIN_RESPONSE_WT1","UP",FALSE
"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP",0.30011862396204,0.40015816528272,0.0896376494762061,-0.46794993786452,-1.10595915724928,22,"FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT","UP",FALSE
"GAVIN_FOXP3_TARGETS_CLUSTER_P6",0.302106318956871,0.402612220490014,0.0219775747359277,0.626961152844725,1.08181686051081,90,"GAVIN_FOXP3_TARGETS_CLUSTER_P6","BOTH",FALSE
"LI_ESTROGENE_MCF7_E2_RESPONSE_DN",0.303454033183763,0.404211409343123,0.0225329886085533,0.666029630975842,1.11662886578342,35,"LI_ESTROGENE_MCF7_E2_RESPONSE","DN",FALSE
"BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP",0.303732590529248,0.404385580383466,0.0235698644131605,0.704806401813769,1.13531444706115,19,"BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR","UP",FALSE
"AIGNER_ZEB1_TARGETS",0.30405333897767,0.404593010149745,0.0227257123702447,0.673878787065246,1.11965101576739,30,"AIGNER_ZEB1_TARGETS","BOTH",FALSE
"LOPES_METHYLATED_IN_COLON_CANCER_DN",0.304184145423255,0.404593010149745,0.0229780297504556,0.681500772012358,1.12296971784176,26,"LOPES_METHYLATED_IN_COLON_CANCER","DN",FALSE
"NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON",0.305309734513274,0.405892824892283,0.0857131468775338,-0.470825047124293,-1.10224339611951,21,"NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON","BOTH",FALSE
"CORONEL_RFX7_DIRECT_TARGETS_UP",0.30552412303261,0.405980573393502,0.0221988544240694,0.653352566882247,1.10710446212796,44,"CORONEL_RFX7_DIRECT_TARGETS","UP",FALSE
"WANG_RESPONSE_TO_BEXAROTENE_UP",0.308604085088369,0.409874163496009,0.0224893593188001,0.672462193754107,1.11729734301468,30,"WANG_RESPONSE_TO_BEXAROTENE","UP",FALSE
"LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP",0.309209209209209,0.410478600871614,0.0215820026286739,0.619996476991485,1.07027322953981,108,"LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS","UP",FALSE
"ZHAN_MULTIPLE_MYELOMA_MS_UP",0.309526245779188,0.410536070256099,0.0219098861398345,0.648812946604964,1.10567701198013,48,"ZHAN_MULTIPLE_MYELOMA_MS","UP",FALSE
"BHATTACHARYA_EMBRYONIC_STEM_CELL",0.309552599758162,0.410536070256099,0.0216682431320772,0.631012845880503,1.08552623790805,74,"BHATTACHARYA_EMBRYONIC_STEM_CELL","BOTH",FALSE
"LINSLEY_MIR16_TARGETS",0.310568943105689,0.411684412954053,0.021496365992353,0.60583586081073,1.05086101786309,205,"LINSLEY_MIR16_TARGETS","BOTH",FALSE
"BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN",0.311149612719119,0.412254402130514,0.021765354633772,0.643589628207571,1.09980453809018,52,"BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION","DN",FALSE
"FEKIR_HEPARG_SIDE_POP_VS_HEPARG_DN",0.31138807920394,0.412370660552749,0.021536590896377,0.628224961280915,1.08227439800148,80,"FEKIR_HEPARG_SIDE_POP_VS_HEPARG","DN",FALSE
"BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER",0.311916022609298,0.412725938771427,0.0237013271393427,0.719995452203207,1.13636070562183,15,"BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER","BOTH",FALSE
"LI_ESTROGENE_EARLY_E2_RESPONSE_DN",0.311958056059689,0.412725938771427,0.0215567530735433,0.632313873128691,1.08787092500936,71,"LI_ESTROGENE_EARLY_E2_RESPONSE","DN",FALSE
"KYNG_DNA_DAMAGE_BY_UV",0.312161748187481,0.41279581587286,0.0217448459447655,0.645385437243505,1.10158162157838,50,"KYNG_DNA_DAMAGE_BY_UV","BOTH",FALSE
"MEBARKI_HCC_PROGENITOR_FZD8CRD_DN",0.312668733126687,0.413266499437013,0.021391400883298,0.595371734195593,1.0353841814547,404,"MEBARKI_HCC_PROGENITOR_FZD8CRD","DN",FALSE
"LEIN_NEURON_MARKERS",0.313644179225245,0.414093614860618,0.0215214910478522,0.635592603944259,1.09060915201223,63,"LEIN_NEURON_MARKERS","BOTH",FALSE
"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL_DN",0.313768623137686,0.414093614860618,0.021336776667535,0.60068491744883,1.04380543304237,269,"OSWALD_HEMATOPOIETIC_STEM_CELL_IN_COLLAGEN_GEL","DN",FALSE
"MADAN_DPPA4_TARGETS",0.313934256770726,0.414093614860618,0.0218477349088295,0.653763444934473,1.10467910748698,41,"MADAN_DPPA4_TARGETS","BOTH",FALSE
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP",0.313976772126552,0.414093614860618,0.0213466902091972,0.619231630726181,1.06902248738371,107,"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE","UP",FALSE
"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP",0.314051261270388,0.414093614860618,0.0215265222593817,0.637157604728538,1.09284956754274,60,"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION","UP",FALSE
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_DN",0.316992745658386,0.417770786185619,0.0226648152822933,0.692131883157777,1.12325083769391,21,"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E","DN",FALSE
"CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN",0.317443120260022,0.418162916240452,0.0224133795932476,0.683071753840811,1.11993523864765,24,"CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX","DN",FALSE
"LOPES_METHYLATED_IN_COLON_CANCER_UP",0.318102697998259,0.418663144454234,0.0224458846978827,0.685801022529649,1.12046352878906,23,"LOPES_METHYLATED_IN_COLON_CANCER","UP",FALSE
"GU_PDEF_TARGETS_DN",0.318128902529368,0.418663144454234,0.022008942325111,0.668964265682707,1.11148552819961,30,"GU_PDEF_TARGETS","DN",FALSE
"GAL_LEUKEMIC_STEM_CELL_UP",0.318827531012405,0.419380829254779,0.0210963723699482,0.615589562648268,1.06313368211988,121,"GAL_LEUKEMIC_STEM_CELL","UP",FALSE
"HEIDENBLAD_AMPLICON_8Q24_UP",0.318991561621002,0.419394960401279,0.0217192583377092,0.66086242540232,1.10956681238587,36,"HEIDENBLAD_AMPLICON_8Q24","UP",FALSE
"LEE_INTRATHYMIC_T_PROGENITOR",0.319289967419391,0.419510881545566,0.0228989743073895,0.702675507433115,1.12667560385348,18,"LEE_INTRATHYMIC_T_PROGENITOR","BOTH",FALSE
"WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2_DN",0.319402382394508,0.419510881545566,0.0212086267900758,0.632639406837385,1.08745440598024,68,"WAMUNYOKOLI_OVARIAN_CANCER_GRADES_1_2","DN",FALSE
"ZIRN_TRETINOIN_RESPONSE_UP",0.319539721177252,0.419510881545566,0.022642745582532,0.695310125993379,1.12425340323033,20,"ZIRN_TRETINOIN_RESPONSE","UP",FALSE
"SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN",0.319769238693726,0.419610857106012,0.021506409820865,0.650365499793475,1.10134947938543,43,"SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT","DN",FALSE
"KYNG_WERNER_SYNDROM_DN",0.321782729805014,0.422031561337107,0.022642745582532,0.698712714323061,1.12549862894957,19,"KYNG_WERNER_SYNDROM","DN",FALSE
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17",0.321922466560871,0.422031561337107,0.0229102368569071,0.706507055608574,1.12729910576833,17,"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_17","BOTH",FALSE
"OUYANG_PROSTATE_CANCER_MARKERS",0.322416463819429,0.422476745694424,0.0225002520992556,0.69462519464504,1.12314593136912,20,"OUYANG_PROSTATE_CANCER_MARKERS","BOTH",FALSE
"CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP",0.323477902544555,0.423664691891768,0.0213268711572112,0.649127963289304,1.09925379598122,43,"CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA","UP",FALSE
"GARCIA_TARGETS_OF_FLI1_AND_DAX1_UP",0.323694697047103,0.423745785225299,0.021189030099284,0.643171636431724,1.09667964231687,49,"GARCIA_TARGETS_OF_FLI1_AND_DAX1","UP",FALSE
"HOUSTIS_ROS",0.325112813516633,0.425398688561219,0.021536590896377,0.662848242215924,1.10705686350407,33,"HOUSTIS_ROS","BOTH",FALSE
"COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN",0.325565113022605,0.425786878216944,0.0207703928056747,0.613015996958086,1.0591983300353,131,"COULOUARN_TEMPORAL_TGFB1_SIGNATURE","DN",FALSE
"CHESLER_BRAIN_HIGHEST_EXPRESSION",0.326585695006748,0.42691756404131,0.0212972026848555,0.654881072036456,1.10307272027936,38,"CHESLER_BRAIN_HIGHEST_EXPRESSION","BOTH",FALSE
"BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP",0.329856187968402,0.430986881700835,0.0207609354900429,0.633179200867194,1.08587059477118,61,"BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM","UP",FALSE
"LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES",0.330141884877148,0.431154270655789,0.0227869130257434,0.713951686367306,1.12682189813508,15,"LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES","BOTH",FALSE
"KIM_TIAL1_TARGETS",0.332172995780591,0.433599864721229,0.0212823954018575,0.66299662213588,1.1033857677232,31,"KIM_TIAL1_TARGETS","BOTH",FALSE
"LIN_MELANOMA_COPY_NUMBER_UP",0.334141659088613,0.435961649626344,0.020526848168626,0.629273928537187,1.08088548453237,65,"LIN_MELANOMA_COPY_NUMBER","UP",FALSE
"KIM_WT1_TARGETS_8HR_DN",0.334534173921745,0.436265729194421,0.0203610357742636,0.614132682875571,1.06047226015236,116,"KIM_WT1_TARGETS_8HR","DN",FALSE
"PLASARI_TGFB1_TARGETS_10HR_DN",0.335366463353665,0.437142755471952,0.0203108156151042,0.59981335602295,1.04124294207234,242,"PLASARI_TGFB1_TARGETS_10HR","DN",FALSE
"MEISSNER_BRAIN_ICP_WITH_H3K4ME3",0.335696899142766,0.437365102883147,0.0211694647682954,0.66417399956496,1.10352649101447,30,"MEISSNER_BRAIN_ICP_WITH_H3K4ME3","BOTH",FALSE
"BEIER_GLIOMA_STEM_CELL_UP",0.336236750970721,0.43785994795616,0.0210140591395847,0.65917818426635,1.10092731139278,33,"BEIER_GLIOMA_STEM_CELL","UP",FALSE
"LEE_RECENT_THYMIC_EMIGRANT",0.336566343365663,0.438080644837514,0.0202562638677872,0.600473567932028,1.04205007719769,229,"LEE_RECENT_THYMIC_EMIGRANT","BOTH",FALSE
"MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT",0.3378509196515,0.43944967545251,0.0213219214097515,0.671748028994518,1.10689925171068,26,"MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT","BOTH",FALSE
